repeat,us,period,sdl,payspin,totspin,Cycles,Unhalt_GHz,IPC
0,3.266,0,9576,1,1,10800.000,3.195,0.201
0,6.178,0,19152,2,2,9317.000,3.215,0.248
0,9.053,0,28728,2,2,9165.000,3.195,0.252
0,20.086,0,38304,1,1,7724.000,0.699,0.167
0,20.563,0,47880,1,1,1157.000,2.768,1.111
0,20.978,0,57456,1,1,1160.000,2.805,1.114
0,21.393,0,67032,1,1,1158.000,2.771,1.113
0,24.025,0,76608,7,7,7354.000,2.790,1.008
0,27.029,0,86184,8,8,8389.000,2.792,1.006
0,30.030,0,95760,8,8,8389.000,2.796,1.006
0,33.042,0,105336,8,8,8415.000,2.800,1.002
0,36.029,0,114912,8,8,8361.000,2.800,1.009
0,39.020,0,124488,8,8,8365.000,2.798,1.008
0,42.011,0,134064,8,8,8365.000,2.793,1.008
0,45.006,0,143640,8,8,8362.000,2.794,1.009
0,48.001,0,153216,6,83,8371.000,2.787,0.856
0,51.003,0,162792,0,326,8363.000,2.787,0.422
0,54.003,0,172368,0,326,8370.000,2.789,0.422
0,57.005,0,181944,0,326,8379.000,2.792,0.420
0,60.000,0,191520,0,328,8360.000,2.793,0.424
0,63.007,0,201096,0,328,8405.000,2.796,0.423
0,66.003,0,210672,0,329,8390.000,2.798,0.424
0,69.001,0,220248,0,327,8391.000,2.799,0.422
0,72.003,0,229824,0,326,8395.000,2.798,0.419
0,75.008,0,239400,0,326,8396.000,2.793,0.420
0,78.005,0,248976,0,325,8370.000,2.792,0.422
0,81.004,0,258552,0,325,8371.000,2.790,0.420
0,84.000,0,268128,0,324,8344.000,2.786,0.421
0,87.001,0,277704,0,325,8374.000,2.791,0.420
0,90.008,0,287280,0,326,8392.000,2.791,0.419
0,93.004,0,296856,0,325,8373.000,2.793,0.421
0,96.008,0,306432,0,329,8404.000,2.797,0.423
0,99.007,0,316008,0,326,8389.000,2.799,0.421
0,102.004,0,325584,0,329,8391.000,2.799,0.424
0,105.007,0,335160,0,326,8396.000,2.797,0.419
0,108.003,0,344736,0,325,8372.000,2.794,0.421
0,111.003,0,354312,0,325,8370.000,2.791,0.420
0,114.005,0,363888,0,325,8374.000,2.790,0.420
0,117.004,0,373464,0,328,8363.000,2.787,0.424
0,120.005,0,383040,0,328,8370.000,2.790,0.425
0,123.003,0,392616,0,328,8369.000,2.794,0.423
0,126.004,0,402192,0,329,8390.000,2.793,0.425
0,129.007,0,411768,0,326,8394.000,2.797,0.420
0,132.003,0,421344,0,329,8393.000,2.801,0.423
0,135.001,0,430920,0,329,8389.000,2.796,0.425
0,138.007,0,440496,0,326,8397.000,2.795,0.421
0,141.003,0,450072,0,328,8369.000,2.792,0.424
0,144.008,0,459648,0,329,8389.000,2.792,0.423
0,147.001,0,469224,0,327,8344.000,2.787,0.425
0,150.001,0,478800,0,328,8363.000,2.788,0.424
0,153.008,0,488376,0,329,8394.000,2.793,0.423
0,156.003,0,497952,0,328,8365.000,2.794,0.424
0,159.005,0,507528,0,329,8395.000,2.794,0.425
0,162.003,0,517104,0,329,8391.000,2.799,0.424
0,165.000,0,526680,0,329,8391.000,2.800,0.424
0,168.001,0,536256,0,329,8388.000,2.796,0.424
0,171.005,0,545832,0,326,8397.000,2.795,0.420
0,174.001,0,555408,0,328,8360.000,2.791,0.426
0,177.001,0,564984,0,325,8370.000,2.789,0.420
0,180.001,0,574560,0,328,8363.000,2.787,0.424
0,183.008,0,584136,0,329,8389.000,2.791,0.423
0,186.001,0,593712,0,327,8354.000,2.791,0.425
0,189.004,0,603288,0,329,8393.000,2.794,0.423
0,192.007,0,612864,0,326,8397.000,2.798,0.420
0,195.005,0,622440,0,329,8394.000,2.798,0.425
0,198.003,0,632016,0,329,8391.000,2.800,0.424
0,201.003,0,641592,0,329,8386.000,2.794,0.425
0,204.000,0,651168,0,325,8375.000,2.795,0.419
0,207.007,0,660744,0,329,8389.000,2.790,0.425
0,210.008,0,670320,0,325,8375.000,2.790,0.419
0,213.001,0,679896,0,327,8339.000,2.786,0.425
0,216.001,0,689472,0,328,8365.000,2.791,0.424
0,219.003,0,699048,0,329,8392.000,2.793,0.423
0,222.006,0,708624,0,329,8387.000,2.796,0.425
0,225.008,0,718200,0,326,8394.000,2.797,0.420
0,228.003,0,727776,0,329,8393.000,2.800,0.423
0,231.001,0,737352,0,329,8389.000,2.798,0.425
0,234.003,0,746928,0,329,8389.000,2.796,0.423
0,237.008,0,756504,0,329,8390.000,2.791,0.425
0,240.007,0,766080,0,328,8367.000,2.792,0.423
0,243.008,0,775656,0,328,8365.000,2.786,0.425
0,246.010,0,785232,0,325,8372.000,2.790,0.420
0,249.008,0,794808,0,328,8367.000,2.791,0.424
0,252.000,0,804384,0,326,8358.000,2.793,0.422
0,255.001,0,813960,0,326,8391.000,2.796,0.420
0,258.001,0,823536,0,329,8394.000,2.797,0.424
0,261.007,0,833112,0,330,8417.000,2.801,0.423
0,264.007,0,842688,0,329,8387.000,2.797,0.425
0,267.001,0,852264,0,328,8368.000,2.794,0.423
0,270.008,0,861840,0,326,8397.000,2.792,0.420
0,273.007,0,871416,0,328,8364.000,2.790,0.426
0,276.008,0,880992,0,328,8367.000,2.787,0.424
0,279.008,0,890568,0,328,8364.000,2.790,0.424
0,282.005,0,900144,0,328,8371.000,2.791,0.423
0,285.007,0,909720,0,329,8387.000,2.794,0.425
0,288.008,0,919296,0,329,8394.000,2.796,0.424
0,291.007,0,928872,0,326,8396.000,2.801,0.419
0,294.004,0,938448,0,329,8390.000,2.798,0.425
0,297.007,0,948024,0,326,8389.000,2.795,0.421
0,300.001,0,957600,0,328,8363.000,2.795,0.424
0,303.006,0,967176,0,329,8393.000,2.791,0.424
0,306.005,0,976752,0,328,8362.000,2.790,0.423
0,309.008,0,986328,0,325,8376.000,2.787,0.421
0,312.007,0,995904,0,328,8362.000,2.790,0.425
0,315.001,0,1005480,0,328,8362.000,2.793,0.423
0,318.004,0,1015056,0,329,8394.000,2.794,0.425
0,321.005,0,1024632,0,329,8393.000,2.797,0.424
0,324.003,0,1034208,0,329,8391.000,2.801,0.423
0,327.003,0,1043784,0,326,8397.000,2.798,0.420
0,330.003,0,1053360,0,329,8387.000,2.794,0.425
0,333.001,0,1062936,0,328,8367.000,2.792,0.424
0,336.000,0,1072512,0,325,8372.000,2.791,0.420
0,339.001,0,1082088,0,328,8366.000,2.788,0.424
0,342.003,0,1091664,0,328,8370.000,2.789,0.423
0,345.001,0,1101240,0,328,8367.000,2.792,0.424
0,348.003,0,1110816,0,329,8387.000,2.793,0.425
0,351.006,0,1120392,0,329,8394.000,2.794,0.424
0,354.007,0,1129968,0,326,8396.000,2.800,0.419
0,357.001,0,1139544,0,329,8390.000,2.798,0.425
0,360.003,0,1149120,0,326,8389.000,2.796,0.421
0,363.004,0,1158696,0,329,8393.000,2.796,0.424
0,366.001,0,1168272,0,328,8364.000,2.793,0.423
0,369.003,0,1177848,0,325,8371.000,2.787,0.422
0,372.003,0,1187424,0,328,8363.000,2.788,0.424
0,375.001,0,1197000,0,328,8364.000,2.789,0.424
0,378.005,0,1206576,0,329,8392.000,2.793,0.423
0,381.000,0,1216152,0,328,8362.000,2.794,0.425
0,384.001,0,1225728,0,329,8398.000,2.797,0.423
0,387.001,0,1235304,0,326,8392.000,2.799,0.420
0,390.007,0,1244880,0,330,8410.000,2.800,0.424
0,393.007,0,1254456,0,329,8394.000,2.795,0.425
0,396.003,0,1264032,0,328,8366.000,2.793,0.424
0,399.001,0,1273608,0,328,8369.000,2.792,0.423
0,402.001,0,1283184,0,328,8366.000,2.788,0.425
0,405.003,0,1292760,0,328,8364.000,2.787,0.424
0,408.008,0,1302336,0,329,8389.000,2.791,0.424
0,411.005,0,1311912,0,328,8367.000,2.792,0.423
0,414.000,0,1321488,0,328,8369.000,2.796,0.425
0,417.006,0,1331064,0,330,8413.000,2.797,0.423
0,420.006,0,1340640,0,326,8397.000,2.800,0.421
0,423.002,0,1350216,0,324,8386.000,2.797,0.419
0,426.004,0,1359792,0,329,8391.000,2.795,0.424
0,429.000,0,1369368,0,328,8365.000,2.793,0.425
0,432.007,0,1378944,0,329,8392.000,2.792,0.423
0,435.007,0,1388520,0,328,8361.000,2.786,0.425
0,438.007,0,1398096,0,328,8364.000,2.789,0.424
0,441.005,0,1407672,0,328,8371.000,2.792,0.423
0,444.008,0,1417248,0,329,8387.000,2.793,0.425
0,447.001,0,1426824,0,328,8367.000,2.795,0.424
0,450.001,0,1436400,0,326,8394.000,2.799,0.420
0,453.007,0,1445976,0,330,8413.000,2.800,0.423
0,456.001,0,1455552,0,328,8376.000,2.797,0.425
0,459.003,0,1465128,0,329,8391.000,2.795,0.424
0,462.001,0,1474704,0,328,8368.000,2.792,0.424
0,465.000,0,1484280,0,328,8366.000,2.790,0.423
0,468.001,0,1493856,0,328,8367.000,2.786,0.425
0,471.010,0,1503432,0,329,8391.000,2.789,0.424
0,474.008,0,1513008,0,325,8375.000,2.792,0.419
0,477.003,0,1522584,0,328,8360.000,2.794,0.425
0,480.003,0,1532160,0,329,8398.000,2.796,0.423
0,483.001,0,1541736,0,326,8392.000,2.800,0.420
0,486.008,0,1551312,0,330,8410.000,2.798,0.424
0,489.001,0,1560888,0,328,8367.000,2.795,0.425
0,492.003,0,1570464,0,329,8394.000,2.795,0.423
0,495.001,0,1580040,0,328,8364.000,2.791,0.424
0,498.001,0,1589616,0,325,8366.000,2.788,0.422
0,501.003,0,1599192,0,328,8364.000,2.787,0.424
0,504.000,0,1608768,0,328,8365.000,2.790,0.424
0,507.002,0,1618344,0,329,8388.000,2.793,0.423
0,510.005,0,1627920,0,329,8390.000,2.795,0.425
0,513.006,0,1637496,0,329,8394.000,2.797,0.424
0,516.006,0,1647072,0,326,8397.000,2.801,0.419
0,519.005,0,1656648,0,329,8392.000,2.796,0.425
0,522.000,0,1666224,0,325,8375.000,2.797,0.419
0,525.005,0,1675800,0,329,8389.000,2.791,0.425
0,528.005,0,1685376,0,325,8375.000,2.792,0.419
0,531.006,0,1694952,0,328,8362.000,2.787,0.425
0,534.008,0,1704528,0,328,8371.000,2.789,0.423
0,537.007,0,1714104,0,325,8376.000,2.791,0.421
0,540.001,0,1723680,0,328,8361.000,2.792,0.425
0,543.003,0,1733256,0,329,8393.000,2.796,0.423
0,546.003,0,1742832,0,327,8389.000,2.799,0.423
0,549.008,0,1752408,0,330,8416.000,2.799,0.423
0,552.001,0,1761984,0,328,8367.000,2.797,0.425
0,555.003,0,1771560,0,329,8390.000,2.794,0.424
0,558.008,0,1781136,0,329,8396.000,2.792,0.423
0,561.007,0,1790712,0,328,8360.000,2.788,0.425
0,564.007,0,1800288,0,328,8363.000,2.788,0.424
0,567.006,0,1809864,0,328,8364.000,2.790,0.424
0,570.000,0,1819440,0,328,8361.000,2.792,0.423
0,573.003,0,1829016,0,329,8392.000,2.794,0.425
0,576.004,0,1838592,0,329,8396.000,2.797,0.423
0,579.004,0,1848168,0,326,8392.000,2.799,0.420
0,582.001,0,1857744,0,329,8390.000,2.800,0.424
0,585.001,0,1867320,0,329,8389.000,2.795,0.425
0,588.007,0,1876896,0,329,8394.000,2.793,0.424
0,591.008,0,1886472,0,327,8378.000,2.792,0.422
0,594.008,0,1896048,0,328,8365.000,2.788,0.424
0,597.000,0,1905624,0,327,8341.000,2.788,0.424
0,600.008,0,1915200,0,329,8393.000,2.789,0.424
0,603.007,0,1924776,0,325,8375.000,2.794,0.419
0,606.008,0,1934352,0,329,8389.000,2.794,0.425
0,609.001,0,1943928,0,325,8375.000,2.799,0.419
0,612.008,0,1953504,0,330,8412.000,2.799,0.424
0,615.005,0,1963080,0,329,8390.000,2.798,0.425
0,618.007,0,1972656,0,329,8391.000,2.795,0.424
0,621.004,0,1982232,0,328,8367.000,2.792,0.424
0,624.003,0,1991808,0,328,8363.000,2.792,0.423
0,627.005,0,2001384,0,325,8377.000,2.787,0.421
0,630.007,0,2010960,0,325,8367.000,2.789,0.420
0,633.005,0,2020536,0,328,8367.000,2.790,0.424
0,636.008,0,2030112,0,329,8390.000,2.794,0.424
0,639.010,0,2039688,0,329,8391.000,2.796,0.424
0,642.000,0,2049264,0,328,8369.000,2.798,0.423
0,645.007,0,2058840,0,330,8415.000,2.800,0.424
0,648.006,0,2068416,0,329,8393.000,2.796,0.425
0,651.001,0,2077992,0,328,8364.000,2.794,0.424
0,654.005,0,2087568,0,329,8393.000,2.793,0.424
0,657.003,0,2097144,0,328,8361.000,2.789,0.425
0,660.005,0,2106720,0,328,8366.000,2.788,0.424
0,663.004,0,2116296,0,328,8370.000,2.790,0.423
0,666.003,0,2125872,0,328,8364.000,2.791,0.424
0,669.006,0,2135448,0,329,8393.000,2.795,0.425
0,672.006,0,2145024,0,329,8394.000,2.796,0.423
0,675.003,0,2154600,0,329,8389.000,2.798,0.425
0,678.004,0,2164176,0,326,8394.000,2.800,0.419
0,681.004,0,2173752,0,329,8394.000,2.796,0.424
0,684.007,0,2183328,0,329,8389.000,2.792,0.425
0,687.008,0,2192904,0,325,8375.000,2.792,0.420
0,690.007,0,2202480,0,328,8361.000,2.789,0.425
0,693.008,0,2212056,0,328,8364.000,2.787,0.424
0,696.007,0,2221632,0,325,8370.000,2.790,0.420
0,699.001,0,2231208,0,328,8363.000,2.792,0.424
0,702.003,0,2240784,0,329,8389.000,2.796,0.423
0,705.004,0,2250360,0,329,8394.000,2.796,0.425
0,708.001,0,2259936,0,329,8390.000,2.801,0.424
0,711.000,0,2269512,0,329,8390.000,2.797,0.424
0,714.001,0,2279088,0,329,8391.000,2.795,0.424
0,723.777,0,2288664,0,49,4589.000,0.470,0.166
0,723.838,0,2298240,0,1,192.000,3.143,1.448
0,723.900,0,2307816,0,1,160.000,3.212,1.738
0,726.003,0,2317392,0,261,6733.000,3.185,0.427
0,729.003,0,2326968,0,376,9567.000,3.190,0.420
0,732.006,0,2336544,0,373,9592.000,3.194,0.417
0,735.005,0,2346120,0,373,9580.000,3.195,0.418
0,738.005,0,2355696,0,377,9598.000,3.198,0.420
0,741.000,0,2365272,0,373,9578.000,3.199,0.418
0,744.007,0,2374848,0,378,9612.000,3.195,0.421
0,747.000,0,2384424,0,372,9554.000,3.194,0.417
0,750.003,0,2394000,0,377,9591.000,3.191,0.421
0,753.001,0,2403576,0,372,9551.000,3.188,0.418
0,756.003,0,2413152,0,376,9563.000,3.186,0.421
0,759.003,0,2422728,0,376,9564.000,3.187,0.421
0,762.004,0,2432304,0,373,9580.000,3.191,0.417
0,765.006,0,2441880,0,375,9585.000,3.194,0.419
0,768.004,0,2451456,0,373,9583.000,3.196,0.417
0,771.003,0,2461032,0,377,9591.000,3.201,0.421
0,774.001,0,2470608,0,377,9589.000,3.198,0.421
0,777.003,0,2480184,0,377,9589.000,3.196,0.421
0,780.007,0,2489760,0,377,9593.000,3.192,0.421
0,783.004,0,2499336,0,372,9559.000,3.190,0.416
0,786.005,0,2508912,0,376,9565.000,3.185,0.422
0,789.006,0,2518488,0,376,9562.000,3.186,0.421
0,792.004,0,2528064,0,376,9562.000,3.189,0.420
0,795.002,0,2537640,0,376,9569.000,3.192,0.421
0,798.006,0,2547216,0,377,9592.000,3.195,0.421
0,801.005,0,2556792,0,377,9590.000,3.196,0.422
0,804.004,0,2566368,0,377,9594.000,3.200,0.421
