repeat,us,period,pdl,sdl,Cycles,Unhalt_GHz
2,3.000,0,15960000,9576,9694.000,3.193
2,6.004,0,15960000,19152,9586.000,3.191
2,9.003,0,15960000,28728,9559.000,3.188
2,12.002,0,15960000,38304,9555.000,3.186
2,15.006,0,15960000,47880,9577.000,3.188
2,18.001,0,15960000,57456,9552.000,3.190
2,21.000,0,15960000,67032,9578.000,3.193
2,24.005,0,15960000,76608,9606.000,3.197
2,27.008,0,15960000,86184,9604.000,3.199
2,30.002,0,15960000,95760,9579.000,3.198
2,33.008,0,15960000,105336,9604.000,3.195
2,36.000,0,15960000,114912,9553.000,3.193
2,39.003,0,15960000,124488,9578.000,3.190
2,42.000,0,15960000,134064,9553.000,3.187
2,45.006,0,15960000,143640,9579.000,3.186
2,48.003,0,15960000,153216,9553.000,3.190
2,51.004,0,15960000,162792,9578.000,3.191
2,54.002,0,15960000,172368,9577.000,3.194
2,57.006,0,15960000,181944,9604.000,3.197
2,60.006,0,15960000,191520,9601.000,3.200
2,63.003,0,15960000,201096,9578.000,3.197
2,66.000,0,15960000,210672,9579.000,3.195
2,69.002,0,15960000,220248,9578.000,3.191
2,72.005,0,15960000,229824,9579.000,3.190
2,75.004,0,15960000,239400,9553.000,3.186
2,78.002,0,15960000,248976,9554.000,3.187
2,81.004,0,15960000,258552,9577.000,3.190
2,84.004,0,15960000,268128,9577.000,3.192
2,87.002,0,15960000,277704,9577.000,3.194
2,90.004,0,15960000,287280,9604.000,3.199
2,93.006,0,15960000,296856,9603.000,3.199
2,96.003,0,15960000,306432,9577.000,3.196
2,99.002,0,15960000,316008,9578.000,3.193
2,102.003,0,15960000,325584,9577.000,3.192
2,105.007,0,15960000,335160,9576.000,3.188
2,108.001,0,15960000,344736,9538.000,3.186
2,111.005,0,15960000,354312,9576.000,3.188
2,114.007,0,15960000,363888,9579.000,3.190
2,117.006,0,15960000,373464,9578.000,3.194
2,120.003,0,15960000,383040,9577.000,3.196
2,123.005,0,15960000,392616,9604.000,3.199
2,126.006,0,15960000,402192,9601.000,3.199
2,129.004,0,15960000,411768,9578.000,3.195
2,132.004,0,15960000,421344,9579.000,3.192
2,135.007,0,15960000,430920,9578.000,3.190
2,138.004,0,15960000,440496,9553.000,3.188
2,141.003,0,15960000,450072,9553.000,3.185
2,144.007,0,15960000,459648,9580.000,3.189
2,147.000,0,15960000,469224,9551.000,3.191
2,150.007,0,15960000,478800,9607.000,3.195
2,153.003,0,15960000,488376,9577.000,3.198
2,156.004,0,15960000,497952,9604.000,3.199
2,159.000,0,15960000,507528,9578.000,3.198
2,162.006,0,15960000,517104,9604.000,3.194
2,165.008,0,15960000,526680,9576.000,3.192
2,168.003,0,15960000,536256,9553.000,3.188
2,171.001,0,15960000,545832,9554.000,3.185
2,174.000,0,15960000,555408,9556.000,3.188
2,177.003,0,15960000,564984,9577.000,3.190
2,180.003,0,15960000,574560,9579.000,3.192
2,183.001,0,15960000,584136,9578.000,3.196
2,186.003,0,15960000,593712,9604.000,3.198
2,189.006,0,15960000,603288,9604.000,3.199
2,192.003,0,15960000,612864,9579.000,3.197
2,195.001,0,15960000,622440,9578.000,3.193
2,198.004,0,15960000,632016,9581.000,3.191
2,201.001,0,15960000,641592,9553.000,3.188
2,204.000,0,15960000,651168,9553.000,3.185
2,207.004,0,15960000,660744,9579.000,3.189
2,210.002,0,15960000,670320,9563.000,3.190
2,213.001,0,15960000,679896,9576.000,3.194
2,216.006,0,15960000,689472,9604.000,3.196
2,219.008,0,15960000,699048,9604.000,3.199
2,222.003,0,15960000,708624,9579.000,3.199
2,225.008,0,15960000,718200,9604.000,3.195
2,228.000,0,15960000,727776,9553.000,3.193
2,231.003,0,15960000,737352,9578.000,3.190
2,234.000,0,15960000,746928,9553.000,3.187
2,237.007,0,15960000,756504,9578.000,3.186
2,240.003,0,15960000,766080,9553.000,3.188
2,243.004,0,15960000,775656,9578.000,3.192
2,246.002,0,15960000,785232,9577.000,3.194
2,249.005,0,15960000,794808,9603.000,3.198
2,252.006,0,15960000,804384,9605.000,3.200
2,255.003,0,15960000,813960,9578.000,3.197
2,258.001,0,15960000,823536,9577.000,3.193
2,261.002,0,15960000,833112,9578.000,3.192
2,264.006,0,15960000,842688,9577.000,3.190
2,267.003,0,15960000,852264,9553.000,3.186
2,270.001,0,15960000,861840,9553.000,3.187
2,273.004,0,15960000,871416,9578.000,3.190
2,276.004,0,15960000,880992,9579.000,3.192
2,279.002,0,15960000,890568,9578.000,3.195
2,282.004,0,15960000,900144,9604.000,3.198
2,285.007,0,15960000,909720,9604.000,3.199
2,288.003,0,15960000,919296,9576.000,3.197
2,291.002,0,15960000,928872,9577.000,3.193
2,294.003,0,15960000,938448,9577.000,3.191
2,297.008,0,15960000,948024,9578.000,3.188
2,300.008,0,15960000,957600,9556.000,3.186
2,303.004,0,15960000,967176,9553.000,3.188
2,306.006,0,15960000,976752,9579.000,3.190
2,309.006,0,15960000,986328,9578.000,3.193
2,312.006,0,15960000,995904,9589.000,3.197
2,315.008,0,15960000,1005480,9604.000,3.199
2,318.003,0,15960000,1015056,9579.000,3.198
2,321.001,0,15960000,1024632,9579.000,3.195
2,324.001,0,15960000,1034208,9578.000,3.193
2,327.003,0,15960000,1043784,9577.000,3.191
2,330.000,0,15960000,1053360,9553.000,3.187
2,333.006,0,15960000,1062936,9576.000,3.186
2,336.002,0,15960000,1072512,9553.000,3.188
2,339.003,0,15960000,1082088,9579.000,3.192
2,342.002,0,15960000,1091664,9579.000,3.194
2,345.006,0,15960000,1101240,9604.000,3.197
2,348.006,0,15960000,1110816,9598.000,3.199
2,351.002,0,15960000,1120392,9578.000,3.197
2,354.000,0,15960000,1129968,9579.000,3.195
2,357.007,0,15960000,1139544,9599.000,3.192
2,360.004,0,15960000,1149120,9555.000,3.190
2,363.002,0,15960000,1158696,9553.000,3.186
2,366.001,0,15960000,1168272,9554.000,3.186
2,369.003,0,15960000,1177848,9576.000,3.190
2,372.003,0,15960000,1187424,9579.000,3.193
2,375.001,0,15960000,1197000,9579.000,3.194
2,378.004,0,15960000,1206576,9604.000,3.199
2,381.005,0,15960000,1216152,9604.000,3.199
2,384.003,0,15960000,1225728,9579.000,3.197
2,387.001,0,15960000,1235304,9578.000,3.193
2,390.003,0,15960000,1244880,9579.000,3.191
2,393.000,0,15960000,1254456,9553.000,3.189
2,396.008,0,15960000,1264032,9579.000,3.185
2,399.003,0,15960000,1273608,9551.000,3.188
2,402.006,0,15960000,1283184,9580.000,3.191
2,405.004,0,15960000,1292760,9575.000,3.193
2,408.001,0,15960000,1302336,9579.000,3.197
2,411.003,0,15960000,1311912,9603.000,3.199
2,414.008,0,15960000,1321488,9608.000,3.199
2,417.005,0,15960000,1331064,9579.000,3.196
2,420.005,0,15960000,1340640,9579.000,3.192
2,423.000,0,15960000,1350216,9553.000,3.189
2,426.006,0,15960000,1359792,9579.000,3.187
2,429.003,0,15960000,1369368,9551.000,3.186
2,432.008,0,15960000,1378944,9580.000,3.189
2,435.001,0,15960000,1388520,9551.000,3.191
2,438.008,0,15960000,1398096,9605.000,3.195
2,441.003,0,15960000,1407672,9577.000,3.197
2,444.005,0,15960000,1417248,9604.000,3.199
2,447.001,0,15960000,1426824,9578.000,3.196
2,450.005,0,15960000,1436400,9598.000,3.196
2,453.006,0,15960000,1445976,9582.000,3.191
2,456.003,0,15960000,1455552,9553.000,3.190
2,459.007,0,15960000,1465128,9574.000,3.186
2,462.006,0,15960000,1474704,9554.000,3.187
2,465.000,0,15960000,1484280,9552.000,3.190
2,468.000,0,15960000,1493856,9579.000,3.192
2,471.007,0,15960000,1503432,9604.000,3.195
2,474.002,0,15960000,1513008,9579.000,3.198
