repeat,us,period,pdl,sdl,Cycles,Unhalt_GHz
1,3.006,0,15960000,9576,9813.000,3.201
1,6.001,0,15960000,19152,9600.000,3.205
1,9.001,0,15960000,28728,9578.000,3.193
1,12.001,0,15960000,38304,9608.000,3.207
1,15.002,0,15960000,47880,9562.000,3.181
1,26.422,0,15960000,57456,9080.000,0.795
1,26.509,0,15960000,67032,161.000,2.413
1,26.588,0,15960000,76608,217.000,2.771
1,27.009,0,15960000,86184,1159.000,2.749
1,30.006,0,15960000,95760,8441.000,2.800
1,33.003,0,15960000,105336,8373.000,2.795
1,36.006,0,15960000,114912,8399.000,2.796
1,39.005,0,15960000,124488,8397.000,2.800
1,42.008,0,15960000,134064,8403.000,2.798
1,45.003,0,15960000,143640,8371.000,2.796
1,48.001,0,15960000,153216,8375.000,2.793
1,51.000,0,15960000,162792,8371.000,2.792
1,54.003,0,15960000,172368,8374.000,2.787
1,57.004,0,15960000,181944,8367.000,2.788
1,60.008,0,15960000,191520,8379.000,2.790
1,63.005,0,15960000,201096,8372.000,2.793
1,66.003,0,15960000,210672,8379.000,2.795
1,69.003,0,15960000,220248,8395.000,2.798
1,72.006,0,15960000,229824,8405.000,2.799
1,75.008,0,15960000,239400,8397.000,2.798
1,78.006,0,15960000,248976,8381.000,2.794
1,81.003,0,15960000,258552,8368.000,2.793
1,84.008,0,15960000,268128,8384.000,2.789
1,87.002,0,15960000,277704,8346.000,2.788
1,90.007,0,15960000,287280,8380.000,2.789
1,93.005,0,15960000,296856,8370.000,2.791
1,96.004,0,15960000,306432,8379.000,2.794
1,99.008,0,15960000,316008,8397.000,2.796
1,102.001,0,15960000,325584,8376.000,2.798
1,105.000,0,15960000,335160,8398.000,2.799
1,108.001,0,15960000,344736,8390.000,2.797
1,111.006,0,15960000,354312,8397.000,2.795
1,114.008,0,15960000,363888,8379.000,2.790
1,117.008,0,15960000,373464,8371.000,2.790
1,120.003,0,15960000,383040,8348.000,2.787
1,123.004,0,15960000,392616,8371.000,2.790
1,126.005,0,15960000,402192,8379.000,2.792
1,129.001,0,15960000,411768,8371.000,2.794
1,132.006,0,15960000,421344,8404.000,2.797
1,135.006,0,15960000,430920,8399.000,2.800
1,138.000,0,15960000,440496,8379.000,2.798
1,141.004,0,15960000,450072,8397.000,2.797
1,144.002,0,15960000,459648,8376.000,2.793
1,147.000,0,15960000,469224,8367.000,2.790
1,150.004,0,15960000,478800,8379.000,2.790
1,153.008,0,15960000,488376,8372.000,2.787
1,156.002,0,15960000,497952,8355.000,2.790
1,159.008,0,15960000,507528,8395.000,2.793
1,162.006,0,15960000,517104,8379.000,2.795
1,165.008,0,15960000,526680,8397.000,2.798
1,168.008,0,15960000,536256,8403.000,2.799
1,171.002,0,15960000,545832,8372.000,2.797
1,174.008,0,15960000,555408,8401.000,2.796
1,177.004,0,15960000,564984,8370.000,2.792
1,180.007,0,15960000,574560,8376.000,2.790
1,183.004,0,15960000,584136,8360.000,2.788
1,186.004,0,15960000,593712,8362.000,2.789
1,189.003,0,15960000,603288,8368.000,2.791
1,192.002,0,15960000,612864,8380.000,2.793
1,195.004,0,15960000,622440,8397.000,2.795
1,198.007,0,15960000,632016,8401.000,2.799
1,201.007,0,15960000,641592,8399.000,2.798
1,204.004,0,15960000,651168,8380.000,2.797
1,207.009,0,15960000,660744,8397.000,2.794
1,210.008,0,15960000,670320,8374.000,2.792
1,213.002,0,15960000,679896,8348.000,2.789
1,216.005,0,15960000,689472,8374.000,2.787
1,219.006,0,15960000,699048,8370.000,2.789
1,222.008,0,15960000,708624,8379.000,2.791
1,225.008,0,15960000,718200,8384.000,2.795
1,228.003,0,15960000,727776,8376.000,2.797
1,231.003,0,15960000,737352,8400.000,2.799
1,234.006,0,15960000,746928,8402.000,2.798
1,237.000,0,15960000,756504,8373.000,2.796
1,240.008,0,15960000,766080,8402.000,2.794
1,243.007,0,15960000,775656,8368.000,2.790
1,246.000,0,15960000,785232,8349.000,2.788
1,249.004,0,15960000,794808,8373.000,2.789
1,252.006,0,15960000,804384,8376.000,2.790
1,255.004,0,15960000,813960,8373.000,2.793
1,258.001,0,15960000,823536,8377.000,2.795
1,261.001,0,15960000,833112,8394.000,2.798
