repeat,us,period,sdl,payspin,totspin,Cycles,Unhalt_GHz,IPC
2,3.081,0,9576,8,8,9968.000,3.189,0.933
2,6.037,0,19152,9,9,9401.000,3.187,1.008
2,9.300,0,28728,10,10,10409.000,3.190,1.007
2,12.237,0,38304,9,9,9379.000,3.191,1.008
2,15.173,0,47880,9,9,9378.000,3.197,1.009
2,18.104,0,57456,9,9,9379.000,3.198,1.008
2,21.037,0,67032,9,9,9380.000,3.196,1.008
2,24.295,0,76608,10,10,10413.000,3.197,1.006
2,27.234,0,86184,9,9,9385.000,3.193,1.008
2,30.190,0,95760,9,9,9431.000,3.194,1.003
2,33.132,0,105336,9,9,9379.000,3.184,1.008
2,36.077,0,114912,9,9,9384.000,3.188,1.008
2,39.021,0,124488,9,9,9380.000,3.187,1.008
2,42.282,0,134064,10,10,10411.000,3.191,1.006
2,45.221,0,143640,9,9,9382.000,3.194,1.008
2,48.003,0,153216,6,106,8913.000,3.197,0.827
2,51.003,0,162792,0,377,9597.000,3.198,0.423
2,54.005,0,172368,0,377,9600.000,3.197,0.421
2,57.002,0,181944,0,376,9575.000,3.195,0.421
2,60.007,0,191520,0,377,9593.000,3.193,0.421
2,63.006,0,201096,0,376,9570.000,3.193,0.418
2,66.000,0,210672,0,375,9539.000,3.183,0.424
2,69.003,0,220248,0,376,9572.000,3.190,0.417
2,72.004,0,229824,0,376,9567.000,3.188,0.422
2,75.002,0,239400,0,376,9567.000,3.192,0.421
2,78.004,0,248976,0,377,9589.000,3.191,0.424
2,81.002,0,258552,0,373,9585.000,3.197,0.417
2,84.007,0,268128,0,378,9615.000,3.202,0.419
2,87.007,0,277704,0,377,9589.000,3.195,0.423
2,90.002,0,287280,0,376,9570.000,3.197,0.418
2,93.007,0,296856,0,377,9588.000,3.189,0.424
2,96.001,0,306432,0,375,9546.000,3.189,0.421
2,99.003,0,316008,0,376,9571.000,3.188,0.419
2,102.003,0,325584,0,372,9561.000,3.188,0.415
2,105.007,0,335160,0,373,9578.000,3.188,0.420
2,108.003,0,344736,0,376,9565.000,3.192,0.420
2,111.003,0,354312,0,377,9589.000,3.196,0.421
2,114.003,0,363888,0,377,9593.000,3.198,0.421
2,117.000,0,373464,0,373,9584.000,3.199,0.418
2,120.000,0,383040,0,377,9593.000,3.196,0.421
2,123.003,0,392616,0,377,9588.000,3.193,0.421
2,126.007,0,402192,0,373,9584.000,3.192,0.416
2,129.007,0,411768,0,376,9564.000,3.186,0.422
2,132.002,0,421344,0,375,9538.000,3.187,0.420
2,135.002,0,430920,0,376,9564.000,3.189,0.421
2,138.007,0,440496,0,377,9592.000,3.189,0.422
2,141.002,0,450072,0,376,9564.000,3.195,0.421
2,144.003,0,459648,0,377,9594.000,3.195,0.420
2,147.002,0,469224,0,377,9591.000,3.200,0.422
2,150.002,0,478800,0,377,9594.000,3.198,0.420
2,153.003,0,488376,0,377,9591.000,3.194,0.422
2,156.002,0,497952,0,376,9571.000,3.194,0.419
2,159.000,0,507528,0,376,9563.000,3.191,0.421
2,162.002,0,517104,0,376,9566.000,3.186,0.421
2,165.003,0,526680,0,376,9566.000,3.187,0.421
2,168.003,0,536256,0,376,9566.000,3.186,0.423
2,171.001,0,545832,0,376,9567.000,3.194,0.419
2,174.003,0,555408,0,377,9592.000,3.193,0.421
2,177.003,0,564984,0,377,9591.000,3.198,0.421
2,180.000,0,574560,0,377,9590.000,3.200,0.421
2,183.008,0,584136,0,378,9613.000,3.196,0.422
2,186.000,0,593712,0,372,9559.000,3.197,0.416
2,189.004,0,603288,0,377,9589.000,3.189,0.422
2,192.005,0,612864,0,376,9569.000,3.192,0.420
2,195.006,0,622440,0,376,9563.000,3.184,0.423
2,198.001,0,632016,0,375,9543.000,3.187,0.420
2,201.003,0,641592,0,375,9579.000,3.190,0.420
2,204.008,0,651168,0,377,9590.000,3.192,0.420
2,207.008,0,660744,0,373,9586.000,3.195,0.418
2,210.007,0,670320,0,377,9592.000,3.200,0.420
2,213.003,0,679896,0,373,9584.000,3.199,0.418
2,216.003,0,689472,0,377,9590.000,3.196,0.421
2,219.007,0,699048,0,377,9595.000,3.193,0.421
2,222.005,0,708624,0,376,9564.000,3.191,0.421
2,225.007,0,718200,0,376,9568.000,3.189,0.420
2,228.002,0,727776,0,375,9541.000,3.184,0.421
2,231.008,0,737352,0,373,9583.000,3.187,0.418
2,234.006,0,746928,0,376,9566.000,3.192,0.420
2,237.005,0,756504,0,373,9579.000,3.193,0.419
2,240.006,0,766080,0,377,9591.000,3.196,0.421
2,243.003,0,775656,0,377,9590.000,3.199,0.421
2,246.003,0,785232,0,377,9591.000,3.198,0.421
2,249.004,0,794808,0,377,9590.000,3.195,0.421
2,252.002,0,804384,0,376,9569.000,3.193,0.421
2,255.001,0,813960,0,376,9569.000,3.192,0.419
2,258.002,0,823536,0,376,9564.000,3.186,0.421
2,261.003,0,833112,0,376,9563.000,3.187,0.421
2,264.004,0,842688,0,376,9568.000,3.187,0.422
2,267.002,0,852264,0,376,9565.000,3.192,0.420
2,270.003,0,861840,0,377,9592.000,3.193,0.422
2,273.003,0,871416,0,377,9588.000,3.197,0.421
2,276.003,0,880992,0,377,9602.000,3.199,0.420
2,279.003,0,890568,0,377,9590.000,3.197,0.421
2,282.005,0,900144,0,377,9588.000,3.195,0.421
2,285.002,0,909720,0,376,9568.000,3.192,0.419
2,288.007,0,919296,0,373,9580.000,3.187,0.419
2,291.007,0,928872,0,372,9560.000,3.187,0.416
2,294.001,0,938448,0,375,9539.000,3.187,0.422
2,297.007,0,948024,0,377,9588.000,3.188,0.422
2,300.008,0,957600,0,373,9584.000,3.194,0.416
2,303.002,0,967176,0,376,9564.000,3.196,0.421
2,306.007,0,976752,0,378,9613.000,3.198,0.422
2,309.006,0,986328,0,377,9594.000,3.198,0.420
2,312.004,0,995904,0,373,9583.000,3.196,0.418
2,315.007,0,1005480,0,377,9592.000,3.194,0.420
2,318.005,0,1015056,0,376,9564.000,3.191,0.421
2,321.006,0,1024632,0,376,9566.000,3.187,0.422
2,324.000,0,1034208,0,375,9540.000,3.185,0.422
2,327.007,0,1043784,0,373,9581.000,3.188,0.418
2,330.005,0,1053360,0,376,9569.000,3.192,0.419
2,333.002,0,1062936,0,376,9566.000,3.193,0.421
2,336.002,0,1072512,0,377,9592.000,3.196,0.422
2,339.007,0,1082088,0,378,9611.000,3.199,0.421
2,342.005,0,1091664,0,377,9590.000,3.198,0.421
2,345.000,0,1101240,0,376,9569.000,3.197,0.419
2,348.003,0,1110816,0,377,9590.000,3.191,0.423
2,351.003,0,1120392,0,376,9571.000,3.190,0.419
2,354.002,0,1129968,0,372,9556.000,3.188,0.417
2,357.002,0,1139544,0,372,9558.000,3.186,0.417
2,360.002,0,1149120,0,376,9566.000,3.189,0.421
2,363.007,0,1158696,0,377,9590.000,3.189,0.423
2,366.003,0,1168272,0,376,9573.000,3.194,0.421
2,369.004,0,1177848,0,377,9593.000,3.198,0.421
2,372.000,0,1187424,0,375,9588.000,3.199,0.419
2,375.002,0,1197000,0,370,9596.000,3.198,0.413
2,378.003,0,1206576,0,377,9589.000,3.195,0.421
2,381.002,0,1216152,0,376,9569.000,3.190,0.422
2,384.002,0,1225728,0,376,9566.000,3.190,0.420
2,387.004,0,1235304,0,376,9566.000,3.186,0.421
2,390.002,0,1244880,0,372,9556.000,3.188,0.417
2,393.002,0,1254456,0,376,9563.000,3.189,0.421
2,396.005,0,1264032,0,377,9592.000,3.191,0.422
2,399.006,0,1273608,0,377,9588.000,3.195,0.421
2,402.005,0,1283184,0,377,9595.000,3.200,0.421
2,405.003,0,1292760,0,377,9588.000,3.198,0.421
2,408.004,0,1302336,0,377,9595.000,3.198,0.421
2,411.001,0,1311912,0,376,9564.000,3.195,0.420
2,414.005,0,1321488,0,377,9590.000,3.189,0.423
2,417.000,0,1331064,0,375,9545.000,3.188,0.421
2,420.003,0,1340640,0,376,9568.000,3.185,0.421
2,423.002,0,1350216,0,372,9560.000,3.189,0.417
2,426.007,0,1359792,0,377,9588.000,3.191,0.420
2,429.002,0,1369368,0,376,9565.000,3.194,0.421
2,432.002,0,1378944,0,377,9592.000,3.196,0.422
2,435.000,0,1388520,0,377,9588.000,3.197,0.421
2,438.005,0,1398096,0,374,9608.000,3.200,0.416
