repeat,us,period,pdl,sdl,Cycles,Unhalt_GHz
0,3.006,0,15960000,9576,9828.000,3.191
0,6.006,0,15960000,19152,9586.000,3.201
0,9.001,0,15960000,28728,9596.000,3.194
0,19.548,0,15960000,38304,6375.000,0.605
0,19.639,0,15960000,47880,172.000,2.473
0,19.715,0,15960000,57456,197.000,2.665
0,21.002,0,15960000,67032,3587.000,2.782
0,24.003,0,15960000,76608,8429.000,2.792
0,27.006,0,15960000,86184,8372.000,2.788
0,30.006,0,15960000,95760,8373.000,2.791
0,33.005,0,15960000,105336,8375.000,2.792
0,36.001,0,15960000,114912,8374.000,2.795
0,39.003,0,15960000,124488,8396.000,2.797
0,42.003,0,15960000,134064,8400.000,2.799
0,45.003,0,15960000,143640,8393.000,2.798
0,48.007,0,15960000,153216,8397.000,2.795
0,51.006,0,15960000,162792,8375.000,2.792
0,54.007,0,15960000,172368,8375.000,2.789
0,57.001,0,15960000,181944,8343.000,2.789
0,60.004,0,15960000,191520,8374.000,2.788
0,63.004,0,15960000,201096,8374.000,2.792
0,66.001,0,15960000,210672,8375.000,2.793
0,69.004,0,15960000,220248,8394.000,2.796
0,72.005,0,15960000,229824,8398.000,2.798
0,75.006,0,15960000,239400,8400.000,2.800
0,78.000,0,15960000,248976,8374.000,2.796
0,81.006,0,15960000,258552,8398.000,2.795
0,84.005,0,15960000,268128,8376.000,2.792
0,87.009,0,15960000,277704,8374.000,2.788
0,90.004,0,15960000,287280,8350.000,2.787
0,93.003,0,15960000,296856,8368.000,2.790
0,96.003,0,15960000,306432,8374.000,2.792
0,99.009,0,15960000,316008,8398.000,2.795
0,102.001,0,15960000,325584,8373.000,2.797
0,105.003,0,15960000,335160,8400.000,2.799
0,108.007,0,15960000,344736,8408.000,2.799
0,111.002,0,15960000,354312,8375.000,2.795
0,114.001,0,15960000,363888,8374.000,2.794
0,117.008,0,15960000,373464,8393.000,2.791
0,120.002,0,15960000,383040,8350.000,2.789
0,123.003,0,15960000,392616,8368.000,2.788
0,126.005,0,15960000,402192,8374.000,2.790
0,129.004,0,15960000,411768,8373.000,2.794
0,132.008,0,15960000,421344,8399.000,2.794
