repeat,us,period,pdl,sdl,Cycles,Unhalt_GHz
1,3.004,0,15960000,9576,9690.000,3.189
1,6.001,0,15960000,19152,9548.000,3.186
1,9.005,0,15960000,28728,9577.000,3.187
1,12.000,0,15960000,38304,9554.000,3.191
1,15.007,0,15960000,47880,9601.000,3.192
1,18.002,0,15960000,57456,9572.000,3.197
1,21.005,0,15960000,67032,9606.000,3.199
1,24.008,0,15960000,76608,9604.000,3.198
1,27.003,0,15960000,86184,9571.000,3.196
1,30.003,0,15960000,95760,9580.000,3.192
1,33.003,0,15960000,105336,9573.000,3.192
1,36.001,0,15960000,114912,9554.000,3.187
1,39.003,0,15960000,124488,9563.000,3.184
1,42.007,0,15960000,134064,9580.000,3.189
1,45.007,0,15960000,143640,9572.000,3.191
1,48.006,0,15960000,153216,9580.000,3.194
1,51.001,0,15960000,162792,9573.000,3.197
1,54.003,0,15960000,172368,9605.000,3.199
1,57.004,0,15960000,181944,9599.000,3.198
1,60.002,0,15960000,191520,9576.000,3.195
1,63.001,0,15960000,201096,9572.000,3.192
1,66.004,0,15960000,210672,9580.000,3.189
1,69.001,0,15960000,220248,9549.000,3.185
1,72.008,0,15960000,229824,9580.000,3.187
1,75.002,0,15960000,239400,9549.000,3.190
1,78.003,0,15960000,248976,9580.000,3.191
1,81.007,0,15960000,258552,9597.000,3.196
1,84.003,0,15960000,268128,9579.000,3.197
1,87.003,0,15960000,277704,9597.000,3.199
1,90.007,0,15960000,287280,9604.000,3.197
1,93.004,0,15960000,296856,9572.000,3.194
1,96.005,0,15960000,306432,9580.000,3.192
1,99.000,0,15960000,316008,9548.000,3.187
1,102.000,0,15960000,325584,9556.000,3.187
1,105.004,0,15960000,335160,9574.000,3.187
1,108.003,0,15960000,344736,9568.000,3.189
1,111.001,0,15960000,354312,9572.000,3.194
1,114.006,0,15960000,363888,9604.000,3.196
1,117.006,0,15960000,373464,9597.000,3.199
1,120.000,0,15960000,383040,9578.000,3.199
1,123.003,0,15960000,392616,9598.000,3.196
1,126.003,0,15960000,402192,9578.000,3.192
1,129.004,0,15960000,411768,9573.000,3.190
1,132.002,0,15960000,421344,9554.000,3.187
1,135.003,0,15960000,430920,9563.000,3.187
1,138.007,0,15960000,440496,9580.000,3.189
1,141.000,0,15960000,450072,9548.000,3.190
1,144.006,0,15960000,459648,9604.000,3.195
