repeat,us,period,pdl,sdl,Cycles,Unhalt_GHz
2,3.002,0,15960000,9576,9829.000,3.208
2,6.007,0,15960000,19152,9589.000,3.193
2,9.006,0,15960000,28728,9597.000,3.198
2,19.442,0,15960000,38304,5929.000,0.568
2,19.525,0,15960000,47880,144.000,3.563
2,19.609,0,15960000,57456,252.000,2.554
2,21.002,0,15960000,67032,3868.000,2.774
2,24.005,0,15960000,76608,8442.000,2.796
2,27.005,0,15960000,86184,8369.000,2.790
2,30.006,0,15960000,95760,8377.000,2.792
2,33.000,0,15960000,105336,8368.000,2.794
2,36.002,0,15960000,114912,8398.000,2.798
2,39.002,0,15960000,124488,8399.000,2.800
2,42.006,0,15960000,134064,8404.000,2.798
2,45.008,0,15960000,143640,8394.000,2.796
2,48.007,0,15960000,153216,8376.000,2.792
2,51.008,0,15960000,162792,8373.000,2.791
2,54.003,0,15960000,172368,8354.000,2.788
2,57.007,0,15960000,181944,8373.000,2.789
2,60.008,0,15960000,191520,8373.000,2.789
2,63.005,0,15960000,201096,8373.000,2.794
2,66.002,0,15960000,210672,8377.000,2.795
2,69.004,0,15960000,220248,8399.000,2.798
2,72.006,0,15960000,229824,8403.000,2.800
2,75.008,0,15960000,239400,8399.000,2.797
2,78.004,0,15960000,248976,8373.000,2.795
2,81.001,0,15960000,258552,8368.000,2.792
2,84.001,0,15960000,268128,8373.000,2.790
2,87.006,0,15960000,277704,8373.000,2.787
2,90.008,0,15960000,287280,8373.000,2.789
2,93.006,0,15960000,296856,8370.000,2.791
2,96.006,0,15960000,306432,8379.000,2.794
2,99.001,0,15960000,316008,8374.000,2.797
2,102.001,0,15960000,325584,8402.000,2.798
2,105.004,0,15960000,335160,8401.000,2.799
2,108.006,0,15960000,344736,8397.000,2.797
2,111.001,0,15960000,354312,8367.000,2.794
2,114.001,0,15960000,363888,8378.000,2.791
2,117.004,0,15960000,373464,8373.000,2.789
2,120.001,0,15960000,383040,8354.000,2.788
2,123.003,0,15960000,392616,8373.000,2.790
2,126.002,0,15960000,402192,8376.000,2.791
2,129.006,0,15960000,411768,8399.000,2.795
2,132.001,0,15960000,421344,8373.000,2.798
2,135.000,0,15960000,430920,8394.000,2.799
2,138.000,0,15960000,440496,8398.000,2.798
2,141.005,0,15960000,450072,8399.000,2.795
2,144.003,0,15960000,459648,8373.000,2.793
2,147.001,0,15960000,469224,8368.000,2.791
2,150.005,0,15960000,478800,8373.000,2.788
2,153.008,0,15960000,488376,8373.000,2.788
2,156.009,0,15960000,497952,8373.000,2.790
2,159.005,0,15960000,507528,8369.000,2.794
2,162.000,0,15960000,517104,8376.000,2.795
2,165.001,0,15960000,526680,8394.000,2.799
2,168.001,0,15960000,536256,8398.000,2.799
2,171.003,0,15960000,545832,8399.000,2.797
2,174.009,0,15960000,555408,8398.000,2.795
2,177.006,0,15960000,564984,8370.000,2.793
2,180.007,0,15960000,574560,8373.000,2.788
2,183.001,0,15960000,584136,8343.000,2.789
2,186.006,0,15960000,593712,8384.000,2.788
2,189.006,0,15960000,603288,8373.000,2.792
2,192.004,0,15960000,612864,8377.000,2.793
2,195.008,0,15960000,622440,8399.000,2.797
2,198.001,0,15960000,632016,8377.000,2.798
2,201.008,0,15960000,641592,8418.000,2.799
2,204.004,0,15960000,651168,8377.000,2.797
2,207.004,0,15960000,660744,8380.000,2.793
