repeat,us,period,pdl,sdl,Cycles,Unhalt_GHz
1,3.005,0,15960000,9576,9711.000,3.195
1,6.001,0,15960000,19152,9562.000,3.191
1,9.006,0,15960000,28728,9577.000,3.187
1,19.742,0,15960000,38304,6854.000,0.639
1,19.797,0,15960000,47880,146.000,2.824
1,19.835,0,15960000,57456,109.000,2.783
1,21.003,0,15960000,67032,3306.000,2.797
1,24.006,0,15960000,76608,8394.000,2.796
1,27.003,0,15960000,86184,8394.000,2.799
1,30.003,0,15960000,95760,8394.000,2.799
1,33.000,0,15960000,105336,8380.000,2.796
1,36.006,0,15960000,114912,8398.000,2.793
1,39.008,0,15960000,124488,8380.000,2.792
1,42.003,0,15960000,134064,8354.000,2.789
1,45.000,0,15960000,143640,8354.000,2.787
1,48.004,0,15960000,153216,8380.000,2.790
1,51.005,0,15960000,162792,8379.000,2.792
1,54.001,0,15960000,172368,8373.000,2.796
1,57.006,0,15960000,181944,8405.000,2.797
1,60.008,0,15960000,191520,8405.000,2.800
1,63.002,0,15960000,201096,8381.000,2.798
1,66.000,0,15960000,210672,8380.000,2.795
1,69.001,0,15960000,220248,8380.000,2.792
1,72.004,0,15960000,229824,8380.000,2.791
1,75.001,0,15960000,239400,8354.000,2.788
1,78.004,0,15960000,248976,8375.000,2.788
1,81.008,0,15960000,258552,8381.000,2.791
1,84.008,0,15960000,268128,8381.000,2.794
1,87.005,0,15960000,277704,8381.000,2.795
1,90.000,0,15960000,287280,8381.000,2.798
1,93.004,0,15960000,296856,8405.000,2.799
1,96.000,0,15960000,306432,8380.000,2.797
1,99.008,0,15960000,316008,8405.000,2.795
1,102.008,0,15960000,325584,8380.000,2.792
1,105.003,0,15960000,335160,8354.000,2.789
1,108.001,0,15960000,344736,8357.000,2.786
1,111.005,0,15960000,354312,8381.000,2.790
1,114.008,0,15960000,363888,8380.000,2.792
1,117.008,0,15960000,373464,8380.000,2.795
1,120.001,0,15960000,383040,8375.000,2.796
1,123.005,0,15960000,392616,8405.000,2.799
1,126.008,0,15960000,402192,8405.000,2.799
1,129.005,0,15960000,411768,8381.000,2.796
1,132.005,0,15960000,421344,8380.000,2.794
1,135.006,0,15960000,430920,8380.000,2.791
1,138.003,0,15960000,440496,8354.000,2.789
1,141.000,0,15960000,450072,8354.000,2.787
1,144.003,0,15960000,459648,8380.000,2.790
1,147.004,0,15960000,469224,8379.000,2.792
1,150.000,0,15960000,478800,8373.000,2.795
1,153.005,0,15960000,488376,8405.000,2.797
1,156.006,0,15960000,497952,8405.000,2.799
1,159.001,0,15960000,507528,8381.000,2.798
1,162.000,0,15960000,517104,8380.000,2.795
1,165.000,0,15960000,526680,8380.000,2.793
1,168.003,0,15960000,536256,8380.000,2.791
1,171.000,0,15960000,545832,8354.000,2.788
1,174.003,0,15960000,555408,8375.000,2.789
1,177.006,0,15960000,564984,8381.000,2.790
1,180.006,0,15960000,574560,8381.000,2.794
1,183.005,0,15960000,584136,8381.000,2.795
1,186.000,0,15960000,593712,8381.000,2.798
1,189.003,0,15960000,603288,8405.000,2.799
1,192.008,0,15960000,612864,8405.000,2.798
1,195.006,0,15960000,622440,8381.000,2.794
1,198.008,0,15960000,632016,8380.000,2.793
1,201.003,0,15960000,641592,8354.000,2.790
1,204.006,0,15960000,651168,8375.000,2.787
1,207.003,0,15960000,660744,8354.000,2.790
1,210.006,0,15960000,670320,8389.000,2.791
1,213.006,0,15960000,679896,8381.000,2.794
1,216.004,0,15960000,689472,8381.000,2.797
1,219.006,0,15960000,699048,8405.000,2.798
1,222.001,0,15960000,708624,8380.000,2.800
1,225.006,0,15960000,718200,8405.000,2.795
1,228.006,0,15960000,727776,8381.000,2.794
1,231.000,0,15960000,737352,8354.000,2.792
1,234.001,0,15960000,746928,8373.000,2.789
1,237.008,0,15960000,756504,8380.000,2.788
1,240.000,0,15960000,766080,8348.000,2.790
1,243.001,0,15960000,775656,8381.000,2.792
1,246.000,0,15960000,785232,8381.000,2.795
1,249.005,0,15960000,794808,8405.000,2.798
1,252.008,0,15960000,804384,8405.000,2.799
1,255.002,0,15960000,813960,8381.000,2.798
1,258.000,0,15960000,823536,8381.000,2.795
1,261.001,0,15960000,833112,8381.000,2.793
1,264.005,0,15960000,842688,8380.000,2.791
1,267.001,0,15960000,852264,8354.000,2.788
1,270.006,0,15960000,861840,8381.000,2.788
1,273.001,0,15960000,871416,8354.000,2.791
1,276.008,0,15960000,880992,8398.000,2.793
1,279.003,0,15960000,890568,8381.000,2.796
1,282.008,0,15960000,900144,8405.000,2.798
1,285.000,0,15960000,909720,8373.000,2.800
1,288.003,0,15960000,919296,8405.000,2.797
1,291.003,0,15960000,928872,8379.000,2.795
1,294.001,0,15960000,938448,8373.000,2.792
1,297.005,0,15960000,948024,8380.000,2.790
1,300.001,0,15960000,957600,8348.000,2.788
1,303.005,0,15960000,967176,8381.000,2.789
1,306.008,0,15960000,976752,8381.000,2.791
1,309.006,0,15960000,986328,8380.000,2.795
1,312.008,0,15960000,995904,8392.000,2.796
1,315.001,0,15960000,1005480,8381.000,2.800
1,318.005,0,15960000,1015056,8405.000,2.798
1,321.001,0,15960000,1024632,8381.000,2.797
1,324.001,0,15960000,1034208,8380.000,2.793
1,327.004,0,15960000,1043784,8379.000,2.791
1,330.006,0,15960000,1053360,8373.000,2.789
1,333.003,0,15960000,1062936,8354.000,2.788
1,336.006,0,15960000,1072512,8380.000,2.789
1,339.008,0,15960000,1082088,8381.000,2.793
1,342.006,0,15960000,1091664,8380.000,2.794
1,345.001,0,15960000,1101240,8380.000,2.798
1,348.003,0,15960000,1110816,8399.000,2.800
1,351.006,0,15960000,1120392,8405.000,2.796
1,354.004,0,15960000,1129968,8381.000,2.797
1,357.005,0,15960000,1139544,8381.000,2.792
1,360.008,0,15960000,1149120,8381.000,2.791
1,363.005,0,15960000,1158696,8354.000,2.788
1,366.001,0,15960000,1168272,8354.000,2.788
1,369.004,0,15960000,1177848,8379.000,2.790
1,372.001,0,15960000,1187424,8373.000,2.794
1,375.008,0,15960000,1197000,8405.000,2.795
1,378.003,0,15960000,1206576,8381.000,2.798
1,381.005,0,15960000,1216152,8405.000,2.799
1,384.001,0,15960000,1225728,8381.000,2.797
1,387.000,0,15960000,1235304,8381.000,2.795
1,390.001,0,15960000,1244880,8381.000,2.793
1,393.006,0,15960000,1254456,8381.000,2.789
1,396.004,0,15960000,1264032,8354.000,2.788
1,399.008,0,15960000,1273608,8381.000,2.790
1,402.001,0,15960000,1283184,8354.000,2.791
1,405.000,0,15960000,1292760,8380.000,2.794
1,408.003,0,15960000,1302336,8399.000,2.796
1,411.006,0,15960000,1311912,8405.000,2.799
1,414.004,0,15960000,1321488,8389.000,2.800
1,417.000,0,15960000,1331064,8381.000,2.796
1,420.001,0,15960000,1340640,8381.000,2.793
1,423.003,0,15960000,1350216,8381.000,2.792
1,426.008,0,15960000,1359792,8381.000,2.789
1,429.006,0,15960000,1369368,8354.000,2.788
1,432.000,0,15960000,1378944,8354.000,2.790
1,435.001,0,15960000,1388520,8380.000,2.792
1,438.006,0,15960000,1398096,8398.000,2.796
1,441.001,0,15960000,1407672,8381.000,2.798
1,444.004,0,15960000,1417248,8405.000,2.799
