repeat,us,period,sdl,payspin,totspin,Cycles,Unhalt_GHz,IPC
2,4.244,0,9576,2,2,13924.000,3.197,0.230
2,7.132,0,19152,2,2,9243.000,3.216,0.250
2,9.994,0,28728,2,2,9141.000,3.194,0.253
2,12.107,0,38304,2,2,6566.000,3.189,0.352
2,15.066,0,47880,9,9,9429.000,3.193,1.003
2,18.009,0,57456,9,9,9377.000,3.185,1.009
2,21.277,0,67032,10,10,10415.000,3.189,1.006
2,24.219,0,76608,9,9,9377.000,3.185,1.008
2,27.159,0,86184,9,9,9383.000,3.194,1.008
2,30.095,0,95760,9,9,9379.000,3.191,1.008
2,33.030,0,105336,9,9,9381.000,3.196,1.008
2,36.285,0,114912,10,10,10413.000,3.202,1.007
2,39.218,0,124488,9,9,9381.000,3.194,1.008
2,42.155,0,134064,9,9,9383.000,3.195,1.008
2,45.093,0,143640,9,9,9381.000,3.193,1.008
2,48.003,0,153216,6,121,9285.000,3.188,0.813
2,51.008,0,162792,0,376,9574.000,3.187,0.421
2,54.005,0,172368,0,375,9550.000,3.186,0.421
2,57.005,0,181944,0,376,9568.000,3.189,0.421
2,60.001,0,191520,0,376,9565.000,3.192,0.421
2,63.003,0,201096,0,377,9592.000,3.195,0.421
2,66.004,0,210672,0,377,9594.000,3.197,0.421
2,69.006,0,220248,0,372,9603.000,3.200,0.415
2,72.006,0,229824,0,377,9593.000,3.197,0.421
2,75.007,0,239400,0,373,9585.000,3.193,0.417
2,78.003,0,248976,0,372,9557.000,3.193,0.417
2,81.003,0,258552,0,376,9569.000,3.189,0.421
2,84.003,0,268128,0,372,9559.000,3.185,0.418
2,87.006,0,277704,0,376,9565.000,3.187,0.421
2,90.005,0,287280,0,376,9568.000,3.190,0.421
2,93.004,0,296856,0,373,9583.000,3.193,0.417
2,96.003,0,306432,0,376,9577.000,3.196,0.421
2,99.001,0,316008,0,377,9591.000,3.198,0.421
2,102.008,0,325584,0,378,9617.000,3.199,0.421
2,105.000,0,335160,0,376,9565.000,3.196,0.421
2,108.004,0,344736,0,377,9591.000,3.193,0.421
2,111.001,0,354312,0,376,9565.000,3.190,0.421
2,114.004,0,363888,0,376,9567.000,3.188,0.421
2,117.007,0,373464,0,376,9570.000,3.186,0.420
2,120.007,0,383040,0,376,9564.000,3.188,0.421
2,123.006,0,392616,0,376,9569.000,3.192,0.421
2,126.004,0,402192,0,373,9578.000,3.192,0.419
2,129.003,0,411768,0,373,9587.000,3.197,0.417
2,132.003,0,421344,0,377,9597.000,3.200,0.421
2,135.001,0,430920,0,377,9591.000,3.198,0.421
2,138.004,0,440496,0,377,9588.000,3.195,0.422
2,141.008,0,450072,0,377,9594.000,3.193,0.420
2,144.008,0,459648,0,376,9562.000,3.189,0.421
2,147.000,0,469224,0,375,9540.000,3.187,0.422
2,150.003,0,478800,0,376,9563.000,3.186,0.420
2,153.002,0,488376,0,376,9567.000,3.188,0.422
2,156.006,0,497952,0,377,9592.000,3.193,0.420
2,159.000,0,507528,0,376,9561.000,3.194,0.422
2,162.006,0,517104,0,378,9612.000,3.198,0.420
2,165.004,0,526680,0,377,9594.000,3.199,0.422
2,168.004,0,536256,0,377,9596.000,3.197,0.420
2,171.004,0,545832,0,373,9579.000,3.194,0.418
2,174.003,0,555408,0,376,9566.000,3.191,0.420
2,177.003,0,564984,0,376,9568.000,3.189,0.421
2,180.005,0,574560,0,376,9564.000,3.185,0.421
2,183.004,0,584136,0,372,9554.000,3.187,0.417
2,186.000,0,593712,0,372,9560.000,3.190,0.417
2,189.001,0,603288,0,373,9581.000,3.193,0.417
2,192.003,0,612864,0,377,9594.000,3.195,0.422
2,195.002,0,622440,0,377,9593.000,3.200,0.420
2,198.006,0,632016,0,378,9609.000,3.199,0.421
2,201.007,0,641592,0,377,9590.000,3.195,0.422
2,204.002,0,651168,0,376,9564.000,3.193,0.420
2,207.001,0,660744,0,376,9571.000,3.191,0.421
2,210.006,0,670320,0,373,9577.000,3.188,0.417
2,213.000,0,679896,0,375,9540.000,3.185,0.422
2,216.000,0,689472,0,376,9563.000,3.188,0.420
2,219.007,0,699048,0,377,9593.000,3.192,0.422
2,222.001,0,708624,0,376,9567.000,3.194,0.420
2,225.003,0,718200,0,377,9592.000,3.196,0.422
2,228.001,0,727776,0,377,9591.000,3.200,0.421
2,231.008,0,737352,0,378,9612.000,3.198,0.420
2,234.001,0,746928,0,376,9569.000,3.196,0.421
2,237.001,0,756504,0,373,9578.000,3.191,0.419
2,240.000,0,766080,0,376,9564.000,3.189,0.420
2,243.006,0,775656,0,375,9577.000,3.186,0.421
2,246.004,0,785232,0,372,9553.000,3.186,0.416
2,249.003,0,794808,0,376,9565.000,3.190,0.421
2,252.001,0,804384,0,376,9567.000,3.192,0.422
2,255.003,0,813960,0,377,9590.000,3.195,0.421
2,258.000,0,823536,0,373,9587.000,3.197,0.417
2,261.004,0,833112,0,374,9607.000,3.200,0.416
2,264.004,0,842688,0,377,9593.000,3.197,0.421
2,267.006,0,852264,0,377,9596.000,3.194,0.422
2,270.004,0,861840,0,376,9560.000,3.191,0.421
2,273.004,0,871416,0,376,9568.000,3.189,0.421
2,276.001,0,880992,0,375,9550.000,3.186,0.422
2,279.004,0,890568,0,376,9568.000,3.188,0.420
2,282.003,0,900144,0,376,9565.000,3.189,0.421
2,285.008,0,909720,0,377,9596.000,3.193,0.422
2,288.008,0,919296,0,377,9587.000,3.196,0.421
2,291.006,0,928872,0,377,9589.000,3.198,0.421
2,294.001,0,938448,0,373,9584.000,3.199,0.417
2,297.003,0,948024,0,377,9591.000,3.196,0.421
2,300.006,0,957600,0,377,9591.000,3.193,0.421
2,303.003,0,967176,0,376,9562.000,3.191,0.420
2,306.004,0,976752,0,376,9566.000,3.189,0.421
2,309.008,0,986328,0,376,9565.000,3.185,0.421
2,312.008,0,995904,0,376,9566.000,3.188,0.421
2,315.004,0,1005480,0,376,9562.000,3.191,0.422
2,318.004,0,1015056,0,373,9583.000,3.194,0.417
2,321.004,0,1024632,0,373,9585.000,3.197,0.417
2,324.002,0,1034208,0,377,9592.000,3.199,0.421
2,327.000,0,1043784,0,377,9590.000,3.199,0.421
2,330.008,0,1053360,0,374,9607.000,3.195,0.416
2,333.003,0,1062936,0,376,9563.000,3.192,0.422
2,336.001,0,1072512,0,376,9565.000,3.190,0.420
2,339.002,0,1082088,0,376,9559.000,3.186,0.421
2,342.002,0,1091664,0,372,9560.000,3.186,0.417
2,345.000,0,1101240,0,376,9563.000,3.189,0.421
2,348.004,0,1110816,0,373,9588.000,3.192,0.418
2,351.006,0,1120392,0,377,9591.000,3.195,0.421
2,354.001,0,1129968,0,373,9579.000,3.197,0.418
2,357.007,0,1139544,0,378,9613.000,3.200,0.420
2,360.004,0,1149120,0,373,9581.000,3.196,0.417
2,363.006,0,1158696,0,377,9594.000,3.194,0.422
2,366.004,0,1168272,0,376,9565.000,3.192,0.420
2,369.004,0,1177848,0,376,9567.000,3.188,0.422
2,372.007,0,1187424,0,376,9562.000,3.186,0.420
2,375.000,0,1197000,0,375,9543.000,3.186,0.422
2,378.008,0,1206576,0,377,9593.000,3.190,0.421
2,381.006,0,1216152,0,376,9572.000,3.194,0.420
2,384.004,0,1225728,0,373,9584.000,3.195,0.418
2,387.002,0,1235304,0,373,9587.000,3.198,0.417
2,390.005,0,1244880,0,374,9606.000,3.199,0.416
2,393.005,0,1254456,0,377,9593.000,3.196,0.421
2,396.001,0,1264032,0,376,9561.000,3.192,0.422
2,399.007,0,1273608,0,377,9590.000,3.191,0.421
2,402.007,0,1283184,0,376,9562.000,3.188,0.420
2,405.007,0,1292760,0,372,9558.000,3.186,0.417
2,408.008,0,1302336,0,376,9566.000,3.188,0.421
2,411.000,0,1311912,0,374,9550.000,3.191,0.420
2,414.004,0,1321488,0,377,9594.000,3.193,0.422
2,417.005,0,1331064,0,377,9596.000,3.197,0.420
2,420.008,0,1340640,0,374,9601.000,3.199,0.418
2,423.007,0,1350216,0,377,9593.000,3.198,0.421
2,426.008,0,1359792,0,377,9590.000,3.195,0.421
2,429.003,0,1369368,0,372,9560.000,3.192,0.417
2,432.001,0,1378944,0,376,9562.000,3.190,0.420
2,435.002,0,1388520,0,376,9562.000,3.186,0.422
2,438.003,0,1398096,0,376,9563.000,3.186,0.421
2,441.008,0,1407672,0,373,9581.000,3.189,0.417
2,444.002,0,1417248,0,372,9561.000,3.193,0.416
2,447.006,0,1426824,0,377,9593.000,3.194,0.421
2,450.005,0,1436400,0,377,9590.000,3.197,0.422
2,453.001,0,1445976,0,377,9591.000,3.200,0.421
2,456.003,0,1455552,0,373,9597.000,3.198,0.417
2,459.006,0,1465128,0,377,9591.000,3.194,0.421
2,462.008,0,1474704,0,373,9582.000,3.191,0.417
2,465.006,0,1484280,0,372,9556.000,3.188,0.417
2,468.002,0,1493856,0,375,9543.000,3.186,0.422
2,471.003,0,1503432,0,376,9566.000,3.187,0.421
2,474.008,0,1513008,0,373,9587.000,3.190,0.417
2,477.004,0,1522584,0,376,9564.000,3.193,0.421
2,480.005,0,1532160,0,377,9593.000,3.196,0.420
2,483.003,0,1541736,0,377,9587.000,3.198,0.422
2,486.005,0,1551312,0,374,9602.000,3.199,0.416
2,489.001,0,1560888,0,375,9583.000,3.196,0.420
2,492.005,0,1570464,0,377,9588.000,3.193,0.422
2,495.000,0,1580040,0,372,9553.000,3.191,0.416
2,498.001,0,1589616,0,376,9565.000,3.188,0.421
2,501.004,0,1599192,0,376,9566.000,3.186,0.421
2,504.004,0,1608768,0,376,9565.000,3.188,0.421
2,507.002,0,1618344,0,376,9568.000,3.191,0.422
2,510.002,0,1627920,0,373,9580.000,3.194,0.416
2,513.001,0,1637496,0,377,9590.000,3.197,0.422
2,516.006,0,1647072,0,378,9612.000,3.199,0.420
2,519.002,0,1656648,0,373,9581.000,3.198,0.417
2,522.004,0,1666224,0,377,9594.000,3.194,0.422
2,525.001,0,1675800,0,376,9563.000,3.193,0.420
