repeat,us,period,pdl,sdl,Cycles,Unhalt_GHz
0,3.001,0,15960000,9576,9684.000,3.190
0,6.001,0,15960000,19152,9576.000,3.191
0,9.003,0,15960000,28728,9593.000,3.196
0,19.146,0,15960000,38304,4980.000,0.491
0,19.201,0,15960000,47880,158.000,2.756
0,19.257,0,15960000,57456,115.000,2.719
0,21.003,0,15960000,67032,4916.000,2.795
0,24.003,0,15960000,76608,8377.000,2.792
0,27.001,0,15960000,86184,8363.000,2.789
0,30.002,0,15960000,95760,8368.000,2.788
0,33.003,0,15960000,105336,8367.000,2.791
0,36.009,0,15960000,114912,8391.000,2.790
0,39.003,0,15960000,124488,8368.000,2.794
0,42.005,0,15960000,134064,8392.000,2.796
0,45.003,0,15960000,143640,8392.000,2.800
0,48.002,0,15960000,153216,8392.000,2.799
0,51.003,0,15960000,162792,8392.000,2.797
0,54.007,0,15960000,172368,8392.000,2.793
0,57.004,0,15960000,181944,8368.000,2.791
0,60.004,0,15960000,191520,8368.000,2.789
0,63.006,0,15960000,201096,8368.000,2.788
0,66.004,0,15960000,210672,8366.000,2.789
0,69.002,0,15960000,220248,8369.000,2.793
0,72.004,0,15960000,229824,8391.000,2.793
0,75.005,0,15960000,239400,8392.000,2.797
0,78.003,0,15960000,248976,8392.000,2.801
0,81.001,0,15960000,258552,8392.000,2.798
0,84.004,0,15960000,268128,8392.000,2.794
0,87.009,0,15960000,277704,8392.000,2.793
0,90.007,0,15960000,287280,8368.000,2.791
0,93.008,0,15960000,296856,8367.000,2.788
0,96.000,0,15960000,306432,8341.000,2.788
0,99.007,0,15960000,316008,8393.000,2.791
0,102.004,0,15960000,325584,8371.000,2.793
0,105.006,0,15960000,335160,8393.000,2.796
0,108.008,0,15960000,344736,8402.000,2.798
0,111.007,0,15960000,354312,8392.000,2.799
0,114.006,0,15960000,363888,8392.000,2.798
0,117.001,0,15960000,373464,8368.000,2.793
0,120.007,0,15960000,383040,8392.000,2.793
0,123.006,0,15960000,392616,8368.000,2.789
0,126.008,0,15960000,402192,8368.000,2.787
0,129.009,0,15960000,411768,8368.000,2.789
