repeat,us,period,sdl,payspin,totspin,Cycles,Unhalt_GHz,IPC
1,4.243,0,9576,2,2,13869.000,3.196,0.231
1,7.114,0,19152,2,2,9198.000,3.197,0.251
1,9.946,0,28728,2,2,8874.000,3.197,0.260
1,12.246,0,38304,7,7,7352.000,3.197,1.009
1,15.186,0,47880,9,9,9386.000,3.196,1.008
1,18.127,0,57456,9,9,9382.000,3.195,1.008
1,21.068,0,67032,9,9,9384.000,3.188,1.007
1,24.012,0,76608,9,9,9383.000,3.187,1.008
1,27.279,0,86184,10,10,10409.000,3.188,1.007
1,30.220,0,95760,9,9,9376.000,3.187,1.008
1,33.160,0,105336,9,9,9385.000,3.193,1.008
1,36.097,0,114912,9,9,9381.000,3.193,1.008
1,39.052,0,124488,9,9,9448.000,3.200,1.001
1,42.318,0,134064,10,10,10449.000,3.197,1.003
1,45.254,0,143640,9,9,9382.000,3.197,1.008
1,48.001,0,153216,6,101,8792.000,3.191,0.835
1,51.006,0,162792,0,373,9588.000,3.193,0.417
1,54.000,0,172368,0,375,9550.000,3.188,0.421
1,57.003,0,181944,0,376,9567.000,3.186,0.421
1,60.005,0,191520,0,376,9566.000,3.187,0.421
1,63.005,0,201096,0,376,9566.000,3.191,0.420
1,66.006,0,210672,0,373,9583.000,3.192,0.418
1,69.007,0,220248,0,377,9591.000,3.196,0.421
1,72.006,0,229824,0,377,9592.000,3.198,0.421
1,75.004,0,239400,0,377,9593.000,3.201,0.420
1,78.004,0,248976,0,377,9587.000,3.194,0.422
1,81.005,0,258552,0,373,9580.000,3.195,0.417
1,84.002,0,268128,0,376,9561.000,3.192,0.422
1,87.003,0,277704,0,376,9567.000,3.188,0.420
1,90.006,0,287280,0,376,9569.000,3.186,0.421
1,93.006,0,296856,0,376,9560.000,3.187,0.422
1,96.004,0,306432,0,376,9567.000,3.191,0.420
1,99.005,0,316008,0,373,9584.000,3.192,0.418
1,102.004,0,325584,0,377,9588.000,3.196,0.421
1,105.007,0,335160,0,374,9605.000,3.200,0.416
1,108.003,0,344736,0,373,9583.000,3.197,0.418
1,111.002,0,354312,0,375,9585.000,3.196,0.419
1,114.003,0,363888,0,373,9581.000,3.192,0.418
1,117.003,0,373464,0,376,9566.000,3.191,0.420
1,120.004,0,383040,0,376,9562.000,3.187,0.421
1,123.005,0,392616,0,376,9566.000,3.185,0.422
1,126.005,0,402192,0,376,9563.000,3.189,0.420
1,129.001,0,411768,0,376,9562.000,3.193,0.421
1,132.003,0,421344,0,377,9596.000,3.194,0.421
1,135.003,0,430920,0,377,9586.000,3.197,0.422
1,138.000,0,440496,0,377,9595.000,3.199,0.420
1,141.008,0,450072,0,378,9610.000,3.197,0.421
1,144.001,0,459648,0,376,9563.000,3.194,0.421
1,147.006,0,469224,0,377,9590.000,3.193,0.422
1,150.004,0,478800,0,376,9564.000,3.188,0.420
1,153.006,0,488376,0,376,9563.000,3.186,0.421
1,156.000,0,497952,0,375,9543.000,3.186,0.422
1,159.008,0,507528,0,377,9593.000,3.192,0.420
1,162.003,0,517104,0,376,9560.000,3.190,0.422
1,165.003,0,526680,0,377,9592.000,3.196,0.420
1,168.003,0,536256,0,377,9588.000,3.199,0.422
1,171.001,0,545832,0,377,9593.000,3.199,0.420
1,174.001,0,555408,0,373,9588.000,3.196,0.418
1,177.003,0,564984,0,377,9590.000,3.193,0.421
1,180.001,0,574560,0,376,9561.000,3.190,0.422
1,183.008,0,584136,0,373,9587.000,3.188,0.417
1,186.001,0,593712,0,371,9536.000,3.187,0.417
1,189.003,0,603288,0,376,9566.000,3.187,0.420
1,192.000,0,612864,0,376,9567.000,3.190,0.422
