repeat,us,period,pdl,sdl,Cycles,Unhalt_GHz
2,3.001,0,15960000,9576,9780.000,3.196
2,6.003,0,15960000,19152,9585.000,3.192
2,9.005,0,15960000,28728,9592.000,3.195
2,19.871,0,15960000,38304,7376.000,0.678
2,19.953,0,15960000,47880,162.000,2.921
2,20.011,0,15960000,57456,159.000,2.729
2,21.008,0,15960000,67032,2767.000,2.775
2,24.004,0,15960000,76608,8423.000,2.796
2,27.003,0,15960000,86184,8367.000,2.790
2,30.008,0,15960000,95760,8374.000,2.787
2,33.005,0,15960000,105336,8362.000,2.790
2,36.004,0,15960000,114912,8375.000,2.792
2,39.000,0,15960000,124488,8367.000,2.794
2,42.003,0,15960000,134064,8399.000,2.796
2,45.000,0,15960000,143640,8391.000,2.800
2,48.001,0,15960000,153216,8399.000,2.798
2,51.001,0,15960000,162792,8387.000,2.796
2,54.008,0,15960000,172368,8400.000,2.793
2,57.006,0,15960000,181944,8367.000,2.791
2,60.000,0,15960000,191520,8350.000,2.789
2,63.002,0,15960000,201096,8368.000,2.787
2,66.004,0,15960000,210672,8374.000,2.790
2,69.005,0,15960000,220248,8384.000,2.793
2,72.002,0,15960000,229824,8374.000,2.795
2,75.001,0,15960000,239400,8391.000,2.798
2,78.000,0,15960000,248976,8400.000,2.800
2,81.000,0,15960000,258552,8388.000,2.798
2,84.004,0,15960000,268128,8399.000,2.795
2,87.000,0,15960000,277704,8366.000,2.793
2,90.001,0,15960000,287280,8375.000,2.790
2,93.001,0,15960000,296856,8362.000,2.788
2,96.005,0,15960000,306432,8373.000,2.789
2,99.007,0,15960000,316008,8382.000,2.791
2,102.004,0,15960000,325584,8373.000,2.794
2,105.006,0,15960000,335160,8393.000,2.795
2,108.001,0,15960000,344736,8383.000,2.799
2,111.006,0,15960000,354312,8409.000,2.799
2,114.000,0,15960000,363888,8373.000,2.797
2,117.008,0,15960000,373464,8405.000,2.794
2,120.005,0,15960000,383040,8369.000,2.792
2,123.003,0,15960000,392616,8362.000,2.789
2,126.008,0,15960000,402192,8373.000,2.787
2,129.003,0,15960000,411768,8357.000,2.790
2,132.000,0,15960000,421344,8369.000,2.791
2,135.004,0,15960000,430920,8393.000,2.795
2,138.006,0,15960000,440496,8397.000,2.797
2,141.005,0,15960000,450072,8393.000,2.799
2,144.007,0,15960000,459648,8399.000,2.799
2,147.008,0,15960000,469224,8393.000,2.796
2,150.006,0,15960000,478800,8373.000,2.793
2,153.008,0,15960000,488376,8382.000,2.791
2,156.002,0,15960000,497952,8349.000,2.789
2,159.005,0,15960000,507528,8367.000,2.788
2,162.005,0,15960000,517104,8374.000,2.790
2,165.006,0,15960000,526680,8384.000,2.792
2,168.004,0,15960000,536256,8374.000,2.795
2,171.001,0,15960000,545832,8388.000,2.797
2,174.000,0,15960000,555408,8397.000,2.800
2,177.000,0,15960000,564984,8393.000,2.798
2,180.006,0,15960000,574560,8399.000,2.795
2,183.000,0,15960000,584136,8364.000,2.794
2,186.002,0,15960000,593712,8375.000,2.789
2,189.004,0,15960000,603288,8367.000,2.788
2,192.007,0,15960000,612864,8374.000,2.788
2,195.002,0,15960000,622440,8358.000,2.792
2,198.008,0,15960000,632016,8399.000,2.792
2,201.000,0,15960000,641592,8364.000,2.796
2,204.001,0,15960000,651168,8400.000,2.798
2,207.007,0,15960000,660744,8412.000,2.799
2,210.004,0,15960000,670320,8383.000,2.798
2,213.003,0,15960000,679896,8379.000,2.794
2,216.001,0,15960000,689472,8373.000,2.792
2,219.005,0,15960000,699048,8379.000,2.790
2,222.000,0,15960000,708624,8351.000,2.787
2,225.000,0,15960000,718200,8364.000,2.790
2,228.008,0,15960000,727776,8399.000,2.791
2,231.002,0,15960000,737352,8366.000,2.795
2,234.005,0,15960000,746928,8399.000,2.797
2,237.002,0,15960000,756504,8388.000,2.799
2,240.003,0,15960000,766080,8399.000,2.798
2,243.003,0,15960000,775656,8388.000,2.796
2,246.001,0,15960000,785232,8374.000,2.793
2,249.008,0,15960000,794808,8393.000,2.792
2,252.000,0,15960000,804384,8348.000,2.788
2,255.003,0,15960000,813960,8367.000,2.787
2,258.005,0,15960000,823536,8374.000,2.790
2,261.006,0,15960000,833112,8384.000,2.792
2,264.001,0,15960000,842688,8370.000,2.795
2,267.007,0,15960000,852264,8409.000,2.798
2,270.006,0,15960000,861840,8399.000,2.800
2,273.006,0,15960000,871416,8391.000,2.798
2,276.002,0,15960000,880992,8374.000,2.795
2,279.005,0,15960000,890568,8390.000,2.793
2,282.008,0,15960000,900144,8375.000,2.789
2,285.000,0,15960000,909720,8344.000,2.788
2,288.004,0,15960000,919296,8372.000,2.789
2,291.000,0,15960000,928872,8363.000,2.791
2,294.006,0,15960000,938448,8400.000,2.793
